,OR,pval,p_adj,genes,source
non-canonical Wnt signaling pathway,2.6382042253521125,0.12149532238709423,1.0,"DVL2, FZD2, WNT9B",Pure_NetAn_GO
negative regulation of mitotic cell cycle,2.6382042253521125,0.12149532238709423,1.0,"CDKN1B, EGFR, NLE1",Pure_NetAn_GO
motor behavior,2.6382042253521125,0.12149532238709423,1.0,"ATP1B2, NAGLU, ORMDL3",Pure_NetAn_GO
hydrogen peroxide catabolic process,2.6382042253521125,0.12149532238709423,1.0,"EPX, LPO, MPO",Pure_NetAn_GO
SAGA complex,2.6382042253521125,0.12149532238709423,1.0,"ATXN7L3, KAT2A, TADA2A",Pure_NetAn_GO
ATPase activator activity,2.6382042253521125,0.12149532238709423,1.0,"ATP1B2, DNAJC7, HSCB",Pure_NetAn_GO
nuclear receptor activity,1.9923539257455873,0.12173527809626883,1.0,"NR1D1, PGR, RARA, STAT3, THRA",Pure_NetAn_GO
cortical actin cytoskeleton,1.9923539257455873,0.12173527809626883,1.0,"CDH1, LASP1, NF2, PPP1R9B, RDX",Pure_NetAn_GO
odontogenesis of dentin-containing tooth,1.9553651433691757,0.12836050203045907,1.0,"BMPR1A, CTNNA1, DLX3, NF2, NGFR",Pure_NetAn_GO
Cul3-RING ubiquitin ligase complex,1.9553651433691757,0.12836050203045907,1.0,"KBTBD3, KLHL10, KLHL11, LZTR1, SPOP",Pure_NetAn_GO
copper ion binding,1.9553651433691757,0.12836050203045907,1.0,"AOC2, AOC3, COX11, TP53, TYR",Pure_NetAn_GO
double-strand break repair via nonhomologous end joining,2.1653110233170656,0.12918710699044633,1.0,"ATM, ERCC4, MLH1, MRE11",Pure_NetAn_GO
cardiac muscle contraction,2.1653110233170656,0.12918710699044633,1.0,"MYL4, PIK3CA, TCAP, TTN",Pure_NetAn_GO
ryanodine-sensitive calcium-release channel activity,10.542670682730924,0.12989203705076524,1.0,RYR1,Pure_NetAn_GO
cholesterol O-acyltransferase activity,10.542670682730924,0.12989203705076524,1.0,ACAT1,Pure_NetAn_GO
"2',3'-cyclic GMP-AMP binding",10.542670682730924,0.12989203705076524,1.0,SLC19A1,Pure_NetAn_GO
dihydrolipoyllysine-residue acetyltransferase activity,10.542670682730924,0.12989203705076524,1.0,DLAT,Pure_NetAn_GO
integrin alphav-beta3 complex,10.542670682730924,0.12989203705076524,1.0,ITGB3,Pure_NetAn_GO
UDP-glucosyltransferase activity,10.542670682730924,0.12989203705076524,1.0,POGLUT3,Pure_NetAn_GO
NatC complex,10.542670682730924,0.12989203705076524,1.0,NAA38,Pure_NetAn_GO
arachidonate 15-lipoxygenase activity,10.542670682730924,0.12989203705076524,1.0,ALOX15B,Pure_NetAn_GO
alanine-tRNA ligase activity,10.542670682730924,0.12989203705076524,1.0,AARSD1,Pure_NetAn_GO
bis(5'-adenosyl)-triphosphatase activity,10.542670682730924,0.12989203705076524,1.0,FHIT,Pure_NetAn_GO
alanyl-tRNA aminoacylation,10.542670682730924,0.12989203705076524,1.0,AARSD1,Pure_NetAn_GO
neurofilament bundle assembly,10.542670682730924,0.12989203705076524,1.0,NEFH,Pure_NetAn_GO
response to prostaglandin E,3.5160804020100502,0.1303475989009028,1.0,"CCR7, PPP1R9B",Pure_NetAn_GO
regulation of fat cell differentiation,3.5160804020100502,0.1303475989009028,1.0,"GPS2, NR1D1",Pure_NetAn_GO
telomere capping,3.5160804020100502,0.1303475989009028,1.0,"CTC1, POT1",Pure_NetAn_GO
negative regulation of macroautophagy,3.5160804020100502,0.1303475989009028,1.0,"AKT1, PIK3CA",Pure_NetAn_GO
ventricular trabecula myocardium morphogenesis,3.5160804020100502,0.1303475989009028,1.0,"BMPR1A, MED1",Pure_NetAn_GO
positive regulation of B cell differentiation,3.5160804020100502,0.1303475989009028,1.0,"STAT5B, XBP1",Pure_NetAn_GO
high voltage-gated calcium channel activity,3.5160804020100502,0.1303475989009028,1.0,"CACNA1G, CACNB1",Pure_NetAn_GO
cellular response to lithium ion,3.5160804020100502,0.1303475989009028,1.0,"CDH1, CDKN1B",Pure_NetAn_GO
fatty-acyl-CoA binding,3.5160804020100502,0.1303475989009028,1.0,"ACADVL, ACBD4",Pure_NetAn_GO
detection of mechanical stimulus,3.5160804020100502,0.1303475989009028,1.0,"JUP, TCAP",Pure_NetAn_GO
Schwann cell development,3.5160804020100502,0.1303475989009028,1.0,"ERBB2, NF1",Pure_NetAn_GO
"base-excision repair, gap-filling",3.5160804020100502,0.1303475989009028,1.0,"POLD1, POLE",Pure_NetAn_GO
positive regulation of T cell chemotaxis,3.5160804020100502,0.1303475989009028,1.0,"CCL5, TMEM102",Pure_NetAn_GO
head development,3.5160804020100502,0.1303475989009028,1.0,"LHX1, MKS1",Pure_NetAn_GO
Prp19 complex,3.5160804020100502,0.1303475989009028,1.0,"CWC15, POLR2A",Pure_NetAn_GO
positive regulation of RNA splicing,3.5160804020100502,0.1303475989009028,1.0,"POLR2A, SRSF1",Pure_NetAn_GO
male meiosis I,2.5325553319919516,0.13174103773683304,1.0,"BRCA2, MEIOC, RAD51C",Pure_NetAn_GO
nuclear thyroid hormone receptor binding,2.5325553319919516,0.13174103773683304,1.0,"MED1, MED24, ZNHIT3",Pure_NetAn_GO
aorta development,2.5325553319919516,0.13174103773683304,1.0,"AP2B1, DCTN5, SUFU",Pure_NetAn_GO
dynein complex binding,2.5325553319919516,0.13174103773683304,1.0,"APC, GPSM2, NEFH",Pure_NetAn_GO
M band,2.5325553319919516,0.13174103773683304,1.0,"CRYAB, NBR1, TTN",Pure_NetAn_GO
skeletal muscle contraction,2.5325553319919516,0.13174103773683304,1.0,"STAC2, TCAP, TTN",Pure_NetAn_GO
spindle midzone,2.5325553319919516,0.13174103773683304,1.0,"AURKB, CDC6, PLK1",Pure_NetAn_GO
fusion of sperm to egg plasma membrane involved in single fertilization,2.5325553319919516,0.13174103773683304,1.0,"LYZL6, SPPL2C, TMEM95",Pure_NetAn_GO
magnesium ion binding,1.4042814916280661,0.13398796549032232,1.0,"AASDHPPT, DIS3L2, MSH2, MSH6, NME1, NT5C3B, PLK1, PLSCR3, POLR2A, SEPTIN4, SIK2, STK11, TOP2A, WRN, XYLT2",Pure_NetAn_GO
cornified envelope,1.9197214076246334,0.13514623497181313,1.0,"JUP, KRT10, KRT14, KRT16, KRT17",Pure_NetAn_GO
muscle contraction,1.7849661033811344,0.13597567054765647,1.0,"CHRNB1, CRYAB, GJC1, RYR1, SGCA, TTN",Pure_NetAn_GO
protein homodimerization activity,1.2176981810386056,0.13675096392950173,1.0,"AKT1, BARD1, BLM, BMPR1A, CALCOCO2, CCL5, CEP57, CHEK2, CRYAB, DNAAF19, DROSHA, FXR2, GLUD1, GUCY2D, HNF1B, HSD17B1, IKZF3, JUP, MLX, MSH2, MSH3, MSH6, NOG, PDK2, PIP4K2B, PNPO, RIPK1, SLC4A1, SNF8, SPPL2C, STARD3, STAT3, STAT5B, TOP2A, TRPC6, TTN, TYR, VPS25, WRN, ZBTB4",Pure_NetAn_GO
protein autophosphorylation,1.559110970996217,0.14077720519415574,1.0,"AKT1, ATM, ATR, CDK12, CHEK2, RIPK1, SIK2, STK11, TNK1",Pure_NetAn_GO
filopodium,1.7600908173562058,0.142044279937552,1.0,"ACTA2, IGF2BP1, LCP1, NF2, PPP1R9B, RDX",Pure_NetAn_GO
cellular response to mechanical stimulus,1.7600908173562058,0.142044279937552,1.0,"CASP1, CASP5, COL1A1, EGFR, ITGB3, MAP3K14",Pure_NetAn_GO
nuclear receptor-mediated steroid hormone signaling pathway,2.435033276582572,0.14227572045363177,1.0,"MED1, NR1D1, PGR",Pure_NetAn_GO
transferase activity,2.435033276582572,0.14227572045363177,1.0,"BIRC2, BIRC3, KCTD11",Pure_NetAn_GO
spinal cord development,2.435033276582572,0.14227572045363177,1.0,"NF1, NOG, PLXDC1",Pure_NetAn_GO
positive regulation of peptidyl-serine phosphorylation,2.435033276582572,0.14227572045363177,1.0,"AKT1, BRAF, EGFR",Pure_NetAn_GO
molecular adaptor activity,1.4499550398839738,0.14324598085344897,1.0,"AIMP2, AXIN2, BECN1, CDKN1B, ITGA2B, MTMR3, MTMR4, RB1CC1, SEPTIN4, SPPL2C, TCAP, UBE2Z",Pure_NetAn_GO
protein domain specific binding,1.4245018745524243,0.14393548343852874,1.0,"CLDN7, CNTROB, DIXDC1, DVL2, GPSM2, HOXB1, ITGA3, KPNB1, MYO7A, RARA, STXBP1, THRA, WNT3",Pure_NetAn_GO
sarcomere organization,2.059489597917127,0.14567118054665232,1.0,"KRT19, LDB3, TCAP, TTN",Pure_NetAn_GO
neurotrophin TRK receptor signaling pathway,3.2454580595284113,0.1460823429249608,1.0,"BCAR1, HAP1",Pure_NetAn_GO
vasculature development,3.2454580595284113,0.1460823429249608,1.0,"PIK3CA, STK11",Pure_NetAn_GO
protein kinase regulator activity,3.2454580595284113,0.1460823429249608,1.0,"APC, TTN",Pure_NetAn_GO
muscle alpha-actinin binding,3.2454580595284113,0.1460823429249608,1.0,"LDB3, TTN",Pure_NetAn_GO
cardiac septum morphogenesis,3.2454580595284113,0.1460823429249608,1.0,"MKS1, TP53",Pure_NetAn_GO
histone H3K9 demethylase activity,3.2454580595284113,0.1460823429249608,1.0,"KDM4D, KDM4E",Pure_NetAn_GO
cellular response to hepatocyte growth factor stimulus,3.2454580595284113,0.1460823429249608,1.0,"BCAR1, MED1",Pure_NetAn_GO
epithelial structure maintenance,3.2454580595284113,0.1460823429249608,1.0,"MKS1, PIWIL4",Pure_NetAn_GO
bone remodeling,3.2454580595284113,0.1460823429249608,1.0,"MITF, P3H4",Pure_NetAn_GO
somite development,3.2454580595284113,0.1460823429249608,1.0,"MEOX1, NOG",Pure_NetAn_GO
DNA-binding transcription repressor activity,3.2454580595284113,0.1460823429249608,1.0,"HSF5, RARA",Pure_NetAn_GO
astrocyte development,3.2454580595284113,0.1460823429249608,1.0,"EIF2B5, GFAP",Pure_NetAn_GO
inner cell mass cell proliferation,3.2454580595284113,0.1460823429249608,1.0,"BRCA2, PALB2",Pure_NetAn_GO
hormone metabolic process,3.2454580595284113,0.1460823429249608,1.0,"NAGLU, PAPSS2",Pure_NetAn_GO
regulation of T cell differentiation,3.2454580595284113,0.1460823429249608,1.0,"BRAF, TBX21",Pure_NetAn_GO
positive regulation of synaptic transmission,3.2454580595284113,0.1460823429249608,1.0,"DLG4, EFNB3",Pure_NetAn_GO
monoatomic ion channel activity,3.2454580595284113,0.1460823429249608,1.0,"GJC1, GJD3",Pure_NetAn_GO
"regulation of synaptic transmission, GABAergic",3.2454580595284113,0.1460823429249608,1.0,"KRAS, NF1",Pure_NetAn_GO
intracellular monoatomic cation homeostasis,3.2454580595284113,0.1460823429249608,1.0,"COX11, MINPP1",Pure_NetAn_GO
intracellular membraneless organelle,3.2454580595284113,0.1460823429249608,1.0,"BRCA1, ZAR1L",Pure_NetAn_GO
cGMP biosynthetic process,3.2454580595284113,0.1460823429249608,1.0,"GUCY1A2, GUCY2D",Pure_NetAn_GO
nuclear vitamin D receptor binding,3.2454580595284113,0.1460823429249608,1.0,"MED1, MED24",Pure_NetAn_GO
negative regulation of osteoblast proliferation,3.2454580595284113,0.1460823429249608,1.0,"AXIN2, NF2",Pure_NetAn_GO
Cul5-RING ubiquitin ligase complex,3.2454580595284113,0.1460823429249608,1.0,"CUL5, SOCS7",Pure_NetAn_GO
positive regulation of DNA-binding transcription factor activity,1.7358970460168917,0.14823542145980612,1.0,"DVL2, FZD2, HDAC5, JUP, NEUROD2, TRIM25",Pure_NetAn_GO
Ras protein signal transduction,1.7358970460168917,0.14823542145980612,1.0,"CDKN2A, KRAS, NF1, PLK2, RAPGEFL1, TP53",Pure_NetAn_GO
positive regulation of autophagy,1.7358970460168917,0.14823542145980612,1.0,"BECN1, ORMDL3, PLK2, RB1CC1, STK11, XBP1",Pure_NetAn_GO
cysteine-type endopeptidase activity,1.7358970460168917,0.14823542145980612,1.0,"CARD16, CARD18, CASP1, CASP12, CASP4, CASP5",Pure_NetAn_GO
thyroid gland development,2.3447350771294433,0.15307884164058072,1.0,"BRAF, HOXB3, THRA",Pure_NetAn_GO
U2-type catalytic step 2 spliceosome,2.3447350771294433,0.15307884164058072,1.0,"CWC15, DHX8, EFTUD2",Pure_NetAn_GO
neuromuscular synaptic transmission,2.3447350771294433,0.15307884164058072,1.0,"CHRNB1, STXBP1, TSPOAP1",Pure_NetAn_GO
steroid binding,2.3447350771294433,0.15307884164058072,1.0,"HSD17B1, PGR, SHBG",Pure_NetAn_GO
DNA biosynthetic process,2.3447350771294433,0.15307884164058072,1.0,"PHB1, POLD1, TK2",Pure_NetAn_GO
beta-catenin binding,1.5649926974497248,0.15630861147843048,1.0,"APC, AXIN2, CDH1, CTNNA1, CTNNA2, KDM6B, PTEN, SUFU",Pure_NetAn_GO
positive regulation of cell adhesion,1.820164766407119,0.15642012196944244,1.0,"ATM, CCL5, CCR7, ERBB2, TMEM102",Pure_NetAn_GO
insulin-like growth factor receptor signaling pathway,1.6894450050454086,0.16097313333011354,1.0,"AKT1, EGFR, ERBB2, PIK3CA, RET, SHC1",Pure_NetAn_GO
metaphase chromosome alignment,3.0134960516870066,0.16217800605883348,1.0,"KIF2B, MEIOC",Pure_NetAn_GO
negative regulation of receptor internalization,3.0134960516870066,0.16217800605883348,1.0,"DLG4, MTMR2",Pure_NetAn_GO
ESC/E(Z) complex,3.0134960516870066,0.16217800605883348,1.0,"EPOP, EZH1",Pure_NetAn_GO
response to lead ion,3.0134960516870066,0.16217800605883348,1.0,"BECN1, MAPT",Pure_NetAn_GO
T-helper 17 type immune response,3.0134960516870066,0.16217800605883348,1.0,"PHB1, STAT3",Pure_NetAn_GO
macrophage chemotaxis,3.0134960516870066,0.16217800605883348,1.0,"CCL3, CCL5",Pure_NetAn_GO
activation of protein kinase activity,3.0134960516870066,0.16217800605883348,1.0,"STK11, TOM1L1",Pure_NetAn_GO
tRNA wobble uridine modification,3.0134960516870066,0.16217800605883348,1.0,"ALKBH8, ELP5",Pure_NetAn_GO
telencephalon development,3.0134960516870066,0.16217800605883348,1.0,"KAT2A, LHX1",Pure_NetAn_GO
positive regulation of cell adhesion mediated by integrin,3.0134960516870066,0.16217800605883348,1.0,"ITGB3, RET",Pure_NetAn_GO
removal of superoxide radicals,3.0134960516870066,0.16217800605883348,1.0,"FANCC, MPO",Pure_NetAn_GO
cysteine-type endopeptidase inhibitor activity involved in apoptotic process,3.0134960516870066,0.16217800605883348,1.0,"BIRC2, BIRC3",Pure_NetAn_GO
DNA endonuclease activity,3.0134960516870066,0.16217800605883348,1.0,"ERCC4, MRE11",Pure_NetAn_GO
endocrine pancreas development,3.0134960516870066,0.16217800605883348,1.0,"GIP, HNF1B",Pure_NetAn_GO
dendritic cell chemotaxis,3.0134960516870066,0.16217800605883348,1.0,"CCL5, CCR7",Pure_NetAn_GO
pexophagy,3.0134960516870066,0.16217800605883348,1.0,"ATM, RB1CC1",Pure_NetAn_GO
natural killer cell differentiation,3.0134960516870066,0.16217800605883348,1.0,"KAT7, STAT5B",Pure_NetAn_GO
microtubule depolymerization,3.0134960516870066,0.16217800605883348,1.0,"KIF18B, KIF2B",Pure_NetAn_GO
positive regulation of immunoglobulin production,2.2608867490658233,0.1641299309515295,1.0,"IL2, PHB1, XBP1",Pure_NetAn_GO
MLL1 complex,2.2608867490658233,0.1641299309515295,1.0,"KANSL1, MEN1, SENP3",Pure_NetAn_GO
negative regulation of microtubule depolymerization,2.2608867490658233,0.1641299309515295,1.0,"APC, GAS2L1, GAS2L2",Pure_NetAn_GO
neuropeptide hormone activity,2.2608867490658233,0.1641299309515295,1.0,"HCRT, PPY, PYY",Pure_NetAn_GO
cellular response to lipopolysaccharide,1.401486384160193,0.16735519236498284,1.0,"CARD16, CASP1, CD68, CDC73, CSF3, HDAC5, MMP3, MMP8, NR1D1, PLSCR3, RARA, XBP1",Pure_NetAn_GO
neural tube closure,1.6671358011577886,0.16751331839856842,1.0,"DVL2, KAT2A, MKS1, NOG, RARA, SUFU",Pure_NetAn_GO
citrate metabolic process,7.028112449799197,0.1693291257019625,1.0,ACLY,Pure_NetAn_GO
"phosphotransferase activity, alcohol group as acceptor",7.028112449799197,0.1693291257019625,1.0,G6PC1,Pure_NetAn_GO
L-arginine biosynthetic process,7.028112449799197,0.1693291257019625,1.0,NAGS,Pure_NetAn_GO
ribonuclease III activity,7.028112449799197,0.1693291257019625,1.0,DROSHA,Pure_NetAn_GO
RecQ family helicase-topoisomerase III complex,7.028112449799197,0.1693291257019625,1.0,BLM,Pure_NetAn_GO
Mullerian duct regression,7.028112449799197,0.1693291257019625,1.0,BMPR1A,Pure_NetAn_GO
diamine N-acetyltransferase activity,7.028112449799197,0.1693291257019625,1.0,SAT2,Pure_NetAn_GO
adenosine 5'-monophosphoramidase activity,7.028112449799197,0.1693291257019625,1.0,FHIT,Pure_NetAn_GO
termination of RNA polymerase I transcription,7.028112449799197,0.1693291257019625,1.0,CAVIN1,Pure_NetAn_GO
"guanylate cyclase complex, soluble",7.028112449799197,0.1693291257019625,1.0,GUCY1A2,Pure_NetAn_GO
Cajal body organization,7.028112449799197,0.1693291257019625,1.0,WRAP53,Pure_NetAn_GO
DNA topoisomerase binding,7.028112449799197,0.1693291257019625,1.0,SRSF1,Pure_NetAn_GO
mitotic cytokinesis checkpoint signaling,7.028112449799197,0.1693291257019625,1.0,AURKB,Pure_NetAn_GO
clathrin-sculpted glutamate transport vesicle membrane,7.028112449799197,0.1693291257019625,1.0,VAMP2,Pure_NetAn_GO
"oxidoreductase activity, acting on NAD(P)H",7.028112449799197,0.1693291257019625,1.0,RNLS,Pure_NetAn_GO
FANCM-MHF complex,7.028112449799197,0.1693291257019625,1.0,FANCM,Pure_NetAn_GO
leading strand elongation,7.028112449799197,0.1693291257019625,1.0,POLE,Pure_NetAn_GO
citrulline biosynthetic process,7.028112449799197,0.1693291257019625,1.0,CPS1,Pure_NetAn_GO
isoleucine catabolic process,7.028112449799197,0.1693291257019625,1.0,ACAT1,Pure_NetAn_GO
neurotrophin binding,7.028112449799197,0.1693291257019625,1.0,NGFR,Pure_NetAn_GO
glutamate biosynthetic process,7.028112449799197,0.1693291257019625,1.0,GLUD1,Pure_NetAn_GO
melanin biosynthetic process from tyrosine,7.028112449799197,0.1693291257019625,1.0,TYR,Pure_NetAn_GO
"alpha-1,2-mannosyltransferase activity",7.028112449799197,0.1693291257019625,1.0,ALG9,Pure_NetAn_GO
SAGA-type complex,7.028112449799197,0.1693291257019625,1.0,TADA2A,Pure_NetAn_GO
smoothened binding,7.028112449799197,0.1693291257019625,1.0,PTCH2,Pure_NetAn_GO
delta DNA polymerase complex,7.028112449799197,0.1693291257019625,1.0,POLD1,Pure_NetAn_GO
long-chain fatty acyl-CoA dehydrogenase activity,7.028112449799197,0.1693291257019625,1.0,ACADVL,Pure_NetAn_GO
basement membrane assembly,7.028112449799197,0.1693291257019625,1.0,RAMP2,Pure_NetAn_GO
arachidonate 12(S)-lipoxygenase activity,7.028112449799197,0.1693291257019625,1.0,ALOX12B,Pure_NetAn_GO
glutamate catabolic process,7.028112449799197,0.1693291257019625,1.0,GLUD1,Pure_NetAn_GO
ABC-type bile acid transporter activity,7.028112449799197,0.1693291257019625,1.0,ABCC3,Pure_NetAn_GO
"negative regulation of DNA-templated transcription, elongation",7.028112449799197,0.1693291257019625,1.0,SUPT4H1,Pure_NetAn_GO
RIG-I binding,7.028112449799197,0.1693291257019625,1.0,TRIM25,Pure_NetAn_GO
PR-DUB complex,7.028112449799197,0.1693291257019625,1.0,BAP1,Pure_NetAn_GO
brain-derived neurotrophic factor binding,7.028112449799197,0.1693291257019625,1.0,HAP1,Pure_NetAn_GO
peptidyl-serine phosphorylation,1.7593245967741935,0.1713171247940977,1.0,"AKT1, ATM, ATR, PLK1, PLK2",Pure_NetAn_GO
keratinocyte differentiation,1.7593245967741935,0.1713171247940977,1.0,"KRT10, KRT14, KRT16, MED1, YAP1",Pure_NetAn_GO
receptor tyrosine kinase binding,1.7593245967741935,0.1713171247940977,1.0,"DUSP3, ERBB2, SHC1, TOB1, TP53",Pure_NetAn_GO
cellular response to hydrogen peroxide,1.7593245967741935,0.1713171247940977,1.0,"BECN1, KDM6B, PCGF2, PDGFD, RIPK1",Pure_NetAn_GO
neuromuscular process controlling balance,1.918795202783118,0.1718110652486893,1.0,"CNTNAP1, DLG4, NBN, NLGN2",Pure_NetAn_GO
centrosome cycle,1.918795202783118,0.1718110652486893,1.0,"BRCA1, CHD3, PLK1, XRCC2",Pure_NetAn_GO
hormone-mediated signaling pathway,1.918795202783118,0.1718110652486893,1.0,"CRHR1, NR1D1, RXFP2, THRA",Pure_NetAn_GO
thymus development,1.918795202783118,0.1718110652486893,1.0,"ATM, BRAF, CTC1, TYR",Pure_NetAn_GO
transcription coactivator binding,1.918795202783118,0.1718110652486893,1.0,"MED1, PGR, RARA, RPL23",Pure_NetAn_GO
transcription cis-regulatory region binding,1.351635334940565,0.173658321561034,1.0,"BRCA1, CHD3, DLX3, HDAC5, JUN, MEN1, NR1D1, PER1, STAT3, TBX21, THRA, TP53, XBP1, YAP1",Pure_NetAn_GO
PDZ domain binding,1.6454060571114053,0.1741632812115914,1.0,"DLG4, FZD2, MPP3, NSF, PTEN, TMEM88",Pure_NetAn_GO
calcium ion transport,1.6454060571114053,0.1741632812115914,1.0,"CACNB1, CCL3, CCL5, RAMP2, RYR1, SLN",Pure_NetAn_GO
intra-Golgi vesicle-mediated transport,2.182821064316936,0.17540866783502454,1.0,"COPZ2, GOSR2, NSF",Pure_NetAn_GO
phagophore assembly site,2.182821064316936,0.17540866783502454,1.0,"BECN1, NBR1, RB1CC1",Pure_NetAn_GO
endochondral ossification,2.182821064316936,0.17540866783502454,1.0,"COL1A1, MMP13, PHOSPHO1",Pure_NetAn_GO
negative regulation of cell migration,1.3860364483648164,0.17581477699797518,1.0,"ALOX15B, CDH1, DUSP3, KRT16, MITF, MMRN2, NF1, NF2, NGFR, NISCH, NOG, PTEN",Pure_NetAn_GO
protein-containing complex binding,1.2841947771091815,0.1772048934947437,1.0,"ATM, BIRC2, BIRC3, BRAF, CDKN1B, CPS1, CRYAB, DLG4, EPCAM, EPOP, GUCY2D, KRAS, MED1, NSF, RIPK1, STK11, THRA, WRAP53, WRN",Pure_NetAn_GO
negative regulation of epithelial cell differentiation,2.812462311557789,0.17856965445848674,1.0,"KRAS, YAP1",Pure_NetAn_GO
positive regulation of MHC class II biosynthetic process,2.812462311557789,0.17856965445848674,1.0,"TMEM106A, XBP1",Pure_NetAn_GO
cellular response to prostaglandin E stimulus,2.812462311557789,0.17856965445848674,1.0,"ACACA, AKT1",Pure_NetAn_GO
vacuolar membrane,2.812462311557789,0.17856965445848674,1.0,"ABCB6, MTMR2",Pure_NetAn_GO
xenobiotic transmembrane transport,2.812462311557789,0.17856965445848674,1.0,"ABCC3, SLC19A1",Pure_NetAn_GO
glial cell proliferation,2.812462311557789,0.17856965445848674,1.0,"KRAS, TP53",Pure_NetAn_GO
muscle cell development,2.812462311557789,0.17856965445848674,1.0,"CHRNB1, WFIKKN2",Pure_NetAn_GO
negative regulation of protein import into nucleus,2.812462311557789,0.17856965445848674,1.0,"NF1, SUFU",Pure_NetAn_GO
definitive hemopoiesis,2.812462311557789,0.17856965445848674,1.0,"HOXB3, HOXB4",Pure_NetAn_GO
locomotory exploration behavior,2.812462311557789,0.17856965445848674,1.0,"DLG4, NLGN2",Pure_NetAn_GO
response to dexamethasone,2.812462311557789,0.17856965445848674,1.0,"CPS1, PIK3CA",Pure_NetAn_GO
inner dynein arm assembly,2.812462311557789,0.17856965445848674,1.0,"DNAAF19, DNAH2",Pure_NetAn_GO
inflammatory response to antigenic stimulus,2.812462311557789,0.17856965445848674,1.0,"CD68, KDM6B",Pure_NetAn_GO
platelet alpha granule membrane,2.812462311557789,0.17856965445848674,1.0,"ITGA2B, ITGB3",Pure_NetAn_GO
positive regulation of sodium ion transport,2.812462311557789,0.17856965445848674,1.0,"AKT1, MLLT6",Pure_NetAn_GO
phosphatidylethanolamine binding,2.812462311557789,0.17856965445848674,1.0,"GABARAP, NF1",Pure_NetAn_GO
aorta morphogenesis,2.812462311557789,0.17856965445848674,1.0,"FKBP10, NAGLU",Pure_NetAn_GO
plasma membrane phospholipid scrambling,2.812462311557789,0.17856965445848674,1.0,"PLSCR3, SLC4A1",Pure_NetAn_GO
spindle organization,2.812462311557789,0.17856965445848674,1.0,"AURKB, CHD3",Pure_NetAn_GO
neuron projection terminus,2.812462311557789,0.17856965445848674,1.0,"DLG4, VAMP2",Pure_NetAn_GO
signal transduction in response to DNA damage,2.812462311557789,0.17856965445848674,1.0,"ATM, CHEK2",Pure_NetAn_GO
